FID,segmentid,street,boro,facilitycl,fromstreet,tostreet,onoffst,allclasses,instdate,moddate,comments,bikedir,lanecount,ft_facilit,tf_facilit
11660,9004956,HOYT ST,3,II,DOUGLASS ST,SCHERMERHORN ST,ON,II,2010-06-01T00:00:00,2010-06-01T00:00:00, ,R,1,Curbside, 
11661,310469,ADAM C POWELL BLVD,1,II,CENTRAL PARK N,W 118 ST,ON,II,1996-04-01T00:00:00,1996-04-01T00:00:00, ,L,1, ,Standard
11662,29062,DEAN ST,3,II,SMITH ST,ROCHESTER AV,ON,II,2003-11-01T00:00:00,2003-11-01T00:00:00, ,R,1,Standard, 
11663,237452,HUTCHINSON RIVER GREENWAY,2,I,BRUCKNER BLVD,PELHAM PKWY GREENWAY,OFF,I,2006-04-01T00:00:00,2006-04-01T00:00:00, ,2,2,Greenway,Greenway
11664,314964,E 138 ST,2,II,3 AV,BRUCKNER BLVD,ON,II,2013-11-07T00:00:00,2013-11-07T00:00:00, ,2,2,Standard,Standard
11665,297783,MEADOW LAKE RD E,4,III,BOATHOUSE BR,MEADOW LAKE PATH W,ON,III,2000-01-01T00:00:00,2000-01-01T00:00:00, ,R,1,Signed Route, 
11666,232146,SHORE PKWY GREENWAY,3,I,BRIGHAM ST,KINGS-QN CNTY BNDY,OFF,I,1941-01-01T00:00:00,1941-01-01T00:00:00, ,2,2,Greenway,Greenway
11667,70665,EDGECOMBE AV,1,III,W 165 ST,W 155 ST,ON,III,2015-06-24T00:00:00,2015-06-24T00:00:00, ,2,2,Sharrows,Sharrows
11668,314898,ST ANNS AV,2,III,E 135 ST,E 149 ST,ON,III,2003-05-01T00:00:00,2003-05-01T00:00:00, ,2,2,Sharrows,Sharrows
11669,188462,QUEENS BLVD,4,I,73 ST,50 ST,ON,I,2015-10-09T00:00:00,2015-10-09T00:00:00, ,L,1, ,Protected Path
11670,9006472,ALLEN ST,1,I,DIVISION ST,E HOUSTON ST,ON,I,2004-06-01T00:00:00,2009-08-01T00:00:00, ,R,1,Protected Path, 
11671,258984,PARK CIR,3,III,PROSPECT PARK SW,OCEAN PKWY,ON,III,1980-07-01T00:00:00,2009-11-01T00:00:00,Cross with Ped Signals,R,1,Sharrows, 
11672,57320,164 ST,4,II,84 RD,GRND CNTRL PKWY SR S,ON,II,2007-08-01T00:00:00,2007-08-01T00:00:00, ,2,2,Standard,Standard
11673,70764,HAVEN AV,1,II,W 177 ST,W 169 ST,ON,II,2001-11-01T00:00:00,2001-11-01T00:00:00, ,L,1, ,Standard
11674,184402,260 ST,4,II,260 ST,260 ST,ON,II,2017-06-28T00:00:00,2017-06-28T00:00:00, ,R,1,Standard, 
11675,106040,WANAMAKER PL,1,II,AV OF THE AMERICAS,AV A,ON,II,2004-11-01T00:00:00,2004-11-01T00:00:00, ,L,1, ,Standard
11676,194875,HOYT AV S,4,II,21 ST,29 ST,ON,II,2010-07-01T00:00:00,2010-07-01T00:00:00, ,R,1,Standard, 
11677,9009812,ST ANNS AV,2,III,E 135 ST,E 149 ST,ON,III,2003-05-01T00:00:00,2003-05-01T00:00:00, ,2,2,Sharrows,Sharrows
11678,313849,GERARD AV,2,II,E 138 ST,E 167 ST,ON,II,2007-08-01T00:00:00,2007-08-01T00:00:00, ,R,1,Standard, 
11679,31250,SCHOLES ST,3,II,UNION AVE,MORGAN AVE,ON,II,2017-06-26T00:00:00,2017-06-26T00:00:00, ,R,1,Standard, 
11680,191944,SANDS ST,3,II,JAY ST,PEARL ST,ON,II,2014-07-01T00:00:00,2014-07-01T00:00:00, ,L,1, ,Curbside
11681,24635,NAVY ST,3,II,MYRTLE AV,SANDS ST,ON,II,2004-06-01T00:00:00,2004-06-01T00:00:00, ,2,2,Curbside,Curbside
11682,237394,MADISON ST,1,III,ST JAMES PL,PIKE ST,ON,III,2006-10-01T00:00:00,2006-10-01T00:00:00, ,2,2,Sharrows,Sharrows
11683,216838,10 AVE,3,II,PROSPECT PARK SW,18 ST,ON,II,2017-08-18T00:00:00,2017-08-18T00:00:00, ,R,1,Buffered Conventional, 
11684,115101,NAVY ST,3,II,MYRTLE AV,SANDS ST,ON,II,2004-06-01T00:00:00,2004-06-01T00:00:00, ,2,2,Curbside,Curbside
11685,164513,E 20 ST,1,I,1 AV,AV C,ON,I,2007-04-01T00:00:00,2018-12-26T00:00:00, ,2,2,Protected Path,Protected Path
11686,11606,MIDLAND AV,5,III,HYLAN BLVD,N RAILROAD AV,ON,III,2009-06-01T00:00:00,2009-06-01T00:00:00, ,R,1,Sharrows, 
11687,149914,PARSONS BLVD,4,II,65 AVE,71 AVE,ON,II,2017-12-15T00:00:00,2017-12-15T00:00:00, ,R,1,Standard, 
11688,67483,43 AV,4,I,SKILLMAN AV,51 ST,ON,I,2008-05-01T00:00:00,2018-10-25T00:00:00, ,R,1,Protected Path, 
11689,297531,SOUNDVIEW PARK GREENWAY,2,I,LAFAYETTE AV,SOUNDVIEW PARK GREENWAY,OFF,I,2011-07-01T00:00:00,2011-07-01T00:00:00, ,2,2,Greenway,Greenway
11690,9004414,CENTRAL AV,3,II,MYRTLE AV,DECATUR ST,ON,II,2007-07-01T00:00:00,2007-07-01T00:00:00, ,R,1,Standard, 
11691,24527,MONTGOMERY ST,1,II,SOUTH ST,HENRY ST,ON,II,2007-06-01T00:00:00,2007-06-01T00:00:00, ,2,2,Standard,Standard
11692,21698,BAY ST,3,III,COLUMBIA ST,SMITH ST,ON,III,2007-08-01T00:00:00,2007-08-01T00:00:00, ,2,2,Sharrows,Sharrows
11693,127270,MADISON ST,1,III,ST JAMES PL,PIKE ST,ON,III,2006-10-01T00:00:00,2006-10-01T00:00:00, ,2,2,Sharrows,Sharrows
11694,30600,S 4 ST,3,II,S 5 PL,KENT AV,ON,II,2008-11-24T00:00:00,2008-11-24T00:00:00, ,L,1, ,Standard
11695,118524,SILVER LAKE PARK RD,5,III,VICTORY BLVD,FOREST AV,ON,III,1904-01-01T00:00:00,1904-01-01T00:00:00,Silver Lake Park Auto-Free Hours: Friday 6pm to Monday 7am and Holidays 7am to 9pm,2,2,Signed Route,Signed Route
11696,111608,MADISON ST,1,III,GOUVERNEUR ST,GRAND ST,ON,III,2006-10-01T00:00:00,2006-10-01T00:00:00, ,2,2,Sharrows,Sharrows
11697,162785,JAY ST GREENWAY,3,I,PROSPECT ST,SANDS ST,OFF,I,2007-11-01T00:00:00,2007-11-01T00:00:00, ,2,2,Greenway,Greenway
11698,33108,1 AV,1,I,E 1 ST,E 34 ST,ON,I,2010-10-01T00:00:00,2010-10-01T00:00:00, ,R,1,Protected Path, 
11699,36125,E 51 ST,1,III,5 AV,1 AV,ON,III,2012-09-21T00:00:00,2012-09-21T00:00:00, ,L,1, ,Sharrows
11700,162148,15 ST,3,II,8 AV,3 AV,ON,II,2013-04-22T00:00:00,2013-04-22T00:00:00, ,L,1, ,Standard
11701,165701,WEST RD,1,III,ROOSEVELT ISLAND GREENWAY,ROOSEVELT ISLAND GREENWAY,ON,III,1987-01-01T00:00:00,1987-01-01T00:00:00, ,2,2,Signed Route,Signed Route
11702,164397,E 21 ST,1,II,10 AV,3 AV,ON,II,2007-04-01T00:00:00,2007-04-01T00:00:00, ,L,1, ,Standard
11703,129885,36 ST,4,II,20 AV,ASTORIA BLVD N,ON,II,2002-07-01T00:00:00,2002-07-01T00:00:00, ,R,1,Standard, 
11704,297592,FDR DR GREENWAY,1,I,E 38 ST,E 32 ST,OFF,I,2003-08-01T00:00:00,2003-08-01T00:00:00, ,2,2,Greenway,Greenway
11705,84374,COLLEGE POINT BLVD,4,III,SANFORD AVE,36 RD,ON,III,2014-06-30T00:00:00,2014-06-30T00:00:00, ,2,2,Sharrows,Sharrows
11706,160693,GUILFORD ST,5,III,LILY POND AV,OCEAN AV,ON,III,2011-12-09T00:00:00,2011-12-09T00:00:00, ,R,1,Sharrows, 
11707,158093,ORIENTAL BLVD,3,II,WEST END AV,OXFORD ST,ON,II,2003-05-01T00:00:00,2003-05-01T00:00:00, ,L,1, ,Standard
11708,32421,CHRISTOPHER ST,1,II,WEST ST,AV OF THE AMERICAS,ON,II,2004-11-01T00:00:00,2009-06-01T00:00:00, ,R,1,Curbside, 
11709,25726,NEPTUNE AV,3,III,BRIGHTON 8 ST,SHORE BLVD,ON,III,1998-07-01T00:00:00,1998-07-01T00:00:00, ,2,2,Signed Route,Signed Route
11710,69913,WILLIS AV,2,I,E 135 ST,E 148 ST,ON,I,2008-09-18T00:00:00,2019-10-29, ,2,2,Protected Path,Protected Path
11711,24248,PROSPECT STREET,3,III,ADAMS ST,PEARL ST,ON,III,2013-10-25T00:00:00,2013-10-25T00:00:00, ,R,1,Sharrows, 
11712,75579,60 ST,4,III,39 AV,34 AV,ON,III,2008-05-01T00:00:00,2008-05-01T00:00:00, ,L,1, ,Sharrows
11713,47640,NEW LOTS AVE,3,III,HEGEMAN AV,ATKINS AVENUE,ON,III,2013-11-13T00:00:00,2013-11-13T00:00:00, ,2,2,Sharrows,Sharrows
11714,147813,11 St,4,III,JACKSON AV,47 AV,ON,III,2014-04-21T00:00:00,2014-04-21T00:00:00,Previously part of bikeID1559,L,1,Sharrows, 
11715,121006,MELROSE AV,2,II,E 152 ST,E 165 ST,ON,II,2008-09-18T00:00:00,2008-09-18T00:00:00, ,2,2,Curbside,Curbside
11716,271242,9 AV,1,II,HUDSON ST,W 16 ST,ON,II,2007-07-01T00:00:00,2007-07-01T00:00:00, ,L,1, ,Standard
11717,28990,WEST DR,3,I,PP GAP ENTRANCE,W LAKE DR,OFF,I,1980-07-01T00:00:00,2012-06-20T00:00:00,Prospect Park Auto-Free Hours: Closed to Cars,R,1,Greenway, 
11718,238467,FT WASHINGTON PARK BICYCLE TRAIL,1,I,W 145 ST,W 181 ST,OFF,I,1999-07-01T00:00:00,1999-07-01T00:00:00, ,2,2,Greenway,Greenway
11719,240879,MANHATTAN BR,1,I,SANDS ST,CANAL ST,ON,I,2004-07-01T00:00:00,2004-07-01T00:00:00,Bridge,2,2,Protected Path,Protected Path
11720,32209,7 AV,1,I,11 ST,GROVE ST,ON,I,2018-09-11T00:00:00,2018-09-11T00:00:00, ,L,1, ,Protected Path
11721,29523,STERLING PL,3,II,KINGSTON AVE,VANDERBILT AVE,ON,II,2016-09-20T00:00:00,2016-09-20T00:00:00, ,L,1, ,Standard
11722,9000296,MACOMBS RD,2,III,JEROME AV,W 176 ST,ON,III,2011-06-01T00:00:00,2011-06-01T00:00:00, ,2,2,Bike-Friendly Parking,Bike-Friendly Parking
11723,242321,HALLETS COVE ESPLANADE,4,I,VERNON BLVD,1 ST,OFF,I,2001-01-01T00:00:00,2001-01-01T00:00:00, ,2,2,Greenway,Greenway
11724,9008303,BAYVIEW AVE,3,III,NEPTUNE AVE,W 33 ST,ON,III,2017-07-01T00:00:00,2017-07-01T00:00:00, ,R,1,Bike-Friendly Parking, 
11725,83315,27 AVE,4,III,DITMARS BLVD,KEARNEY ST,ON,III,2016-10-14T00:00:00,2016-10-14T00:00:00, ,2,2,Sharrows,Sharrows
11726,245923,CENTRAL RD,1,II,WARDS ISLAND GREENWAY,RANDALLS ISLAND GREENWAY,ON,II,2003-01-01T00:00:00,2003-01-01T00:00:00, ,R,1,Curbside, 
11727,71856,MACOMBS RD,2,III,JEROME AV,W 176 ST,ON,III,2011-06-01T00:00:00,2011-06-01T00:00:00, ,2,2,Bike-Friendly Parking,Bike-Friendly Parking
11728,147745,GRAND CONCOURSE,2,II,E 161 ST,VAN CORTLANDT AVE E,ON,II,2009-05-01T00:00:00,2009-05-01T00:00:00, ,L,1, ,Standard
11729,70724,W 170 ST,1,III,HAVEN AV,FT WASHINGTON AV,ON,III,2015-06-24T00:00:00,2015-06-24T00:00:00, ,L,1, ,Sharrows
11730,298535,34 AVE,4,II,W side of 114 ST,E side of 114 ST,ON,II,2013-11-12T00:00:00,2013-11-12T00:00:00, ,2,2,Standard,Standard
11731,57628,BEACH CHANNEL DR,4,II,BEACH 62 ST,BEACH 69 ST,ON,II,2006-09-01T00:00:00,2006-09-01T00:00:00, ,2,2,Standard,Standard
11732,130261,ELIOT AVE,4,II,69 ST,WOODHAVEN BLVD,ON,II,2016-10-31T00:00:00,2016-11-25T00:00:00, ,2,2,Standard,Standard
11733,27930,PROSPECT PARK SW,3,III,PARK CIR,WINDSOR PL,ON,III,2012-04-17T00:00:00,2012-04-17T00:00:00,"original installation had WPL on both sides, in 2015 an update changed it to one NB WPL",L,1, ,Bike-Friendly Parking
11734,240617,BATTERY PARK GREENWAY,1,I,EAST RIVER ESPLANADE,PETER MINUIT PLAZA GREENWAY,OFF,I,2011-12-14T00:00:00,2015-10-15T00:00:00, ,2,2,Greenway,Greenway
11735,9005134,LEONARD ST,3,II,GREENPOINT AV,MOORE ST,ON,II,2008-05-01T00:00:00,2008-05-01T00:00:00, ,L,1, ,Standard
11736,175677,HUNTS PT AVE,2,I,BRUCKNER BLVD,BRUCKNER BLVD PATH,OFF,I,2017-11-30T00:00:00,2017-11-30T00:00:00, ,2,2,Sidewalk,Sidewalk
11737,68803,DITMARS BLVD,4,III,21 ST,SHORE BLVD,ON,III,2010-07-01T00:00:00,2010-07-01T00:00:00, ,2,2,Sharrows,Sharrows
11738,162596,CLARK ST,3,III,HENRY ST,CADMAN PLZ W,ON,III,1980-07-01T00:00:00,1980-07-01T00:00:00, ,L,1, ,Signed Route
11739,164568,W 29 ST,1,II,11 AV,HUDSON RIVER GREENWAY,ON,II,2011-11-15T00:00:00,2018-08-31T00:00:00,Previous modification 11/15/2011,R,1,Standard, 
11740,222200,LEONARD ST,3,II,GREENPOINT AV,MOORE ST,ON,II,2008-05-01T00:00:00,2008-05-01T00:00:00, ,L,1, ,Standard
11741,297458,FERRY POINT PARK GREENWAY,2,I,SCHLEY AV,EMERSON AV,OFF,I,2007-12-01T00:00:00,2007-12-01T00:00:00, ,R,1,Greenway, 
11742,158536,DR M L KING JR BLVD,2,II,EDWARD L GRANT HWY,W TREMONT AV,ON,II,2002-06-01T00:00:00,2002-06-01T00:00:00, ,R,1,Standard, 
11743,48719,69 AV,4,II,ONDERDONK AVE,FRESH POND RD,ON,II,2014-08-22T00:00:00,2014-08-22T00:00:00, ,R,1,Standard, 
11744,145014,GRAND CONCOURSE,2,II,E 161 ST,VAN CORTLANDT AVE E,ON,II,2009-05-01T00:00:00,2009-05-01T00:00:00, ,R,1,Standard, 
11745,162147,15 ST,3,II,8 AV,3 AV,ON,II,2013-04-22T00:00:00,2013-04-22T00:00:00, ,L,1, ,Standard
11746,172444,QUEENS BLVD,4,I,50 ST,73 ST,ON,I,2015-10-09T00:00:00,2015-10-09T00:00:00, ,R,1,Protected Path, 
11747,57271,88 AV,4,II,SUTPHIN BLVD,PARSONS BLVD,ON,II,2007-09-01T00:00:00,2007-09-01T00:00:00, ,R,1,Standard, 
11748,230589,BEVERLEY RD,3,III,OCEAN PKWY,OCEAN AVE,ON,III,2016-08-03T00:00:00,2016-08-03T00:00:00, ,2,2,Sharrows,Sharrows
11749,314539,WILLIAM ST,1,III,MAIDEN LN,BEEKMAN ST,ON,III,2017-05-09T00:00:00,2017-10-15T00:00:00, ,R,1,Sharrows, 
11750,241275,ROOSEVELT ISLAND GREENWAY,1,I,ROOSEVELT ISLAND BR,ROOSEVELT ISLAND BR,OFF,I,1987-01-01T00:00:00,1987-01-01T00:00:00, ,2,2,Greenway,Greenway
11751,157724,4 AVENUE,3,III,PROSPECT AVE,20 ST,ON,III,2013-10-11T00:00:00,2013-10-11T00:00:00, ,2,2,Signed Route,Signed Route
11752,155889,164 ST,4,II,GRND CNTRL PKWY SR N,HOR HARDING EXWY SR N,ON,II,2007-08-01T00:00:00,2007-08-01T00:00:00, ,R,1,Standard, 
11753,28922,LINCOLN PL,3,II,PLAZA ST W,5 AV,ON,II,2008-06-25T00:00:00,2008-06-25T00:00:00, ,L,1, ,Standard
11754,21336,36 ST,3,II,12 AV,FT HAMILTON PKWY,ON,II,2001-11-01T00:00:00,2001-11-01T00:00:00, ,L,1, ,Standard
11755,38026,1 AV,1,I,E 72 ST,E 96 ST,ON,I,1981-01-01T00:00:00,2013-10-10T00:00:00, ,R,1,Protected Path, 
11756,234749,34 AVE CITI FIELD LINK,4,I,34 AVE,GRAND CENTRAL PKWY SR E,OFF,I,2013-11-12T00:00:00,2013-11-12T00:00:00, ,2,2,Sidewalk,Sidewalk
11757,195653,BEACH 69 STREET,4,III,BEACH FRONT RD,ROCKAWAY BEACH BLVD,ON,III,2006-09-01T00:00:00,2006-09-01T00:00:00, ,2,2,Signed Route,Signed Route
11758,136706,BRUCKNER BLVD,2,I,ST ANNS AV,CYPRESS AV,ON,I,2008-09-01T00:00:00,2017-12-30T00:00:00, ,2,2,Protected Path,Protected Path
11759,297853,HIGHBRIDGE PARK TRAIL,1,I,W 189 ST,DYCKMAN ST,OFF,I,2007-05-01T00:00:00,2007-05-01T00:00:00, ,2,2,Dirt Trail,Dirt Trail
11760,169884,130 PL,4,III,BERGEN RD,SOUTH SERVICE RD,ON,III,2012-07-01T00:00:00,2012-07-01T00:00:00, ,2,2,Sharrows,Sharrows
11761,33060,STANTON ST,1,II,PITT ST,ELDRIDGE ST,ON,II,2010-05-01T00:00:00,2010-05-01T00:00:00, ,R,1,Curbside, 
11762,22535,HOYT ST,3,III,DOUGLASS ST,3 ST,ON,III,2010-06-01T00:00:00,2010-06-01T00:00:00, ,R,1,Sharrows, 
11763,9014762,CO-OP CITY BOULEVARD,2,II,BARTOW AVE,DREISER LOOP,ON,II,2013-07-30T00:00:00,2013-07-30T00:00:00, ,R,1,Standard, 
11764,247150,ARLENE ST,5,II,LAMBERTS LA,SIGNS RD,ON,II,2005-11-01T00:00:00,2005-11-01T00:00:00, ,2,2,Standard,Standard
11765,243933,HARLEM RIVER DR GREENWAY,1,I,W 155 ST,10 AV,OFF,I,2003-08-01T00:00:00,2003-08-01T00:00:00, ,2,2,Greenway,Greenway
11766,9005831,MADISON ST,1,III,GOUVERNEUR ST,GRAND ST,ON,III,2006-10-01T00:00:00,2006-10-01T00:00:00, ,2,2,Sharrows,Sharrows
11767,187896,50 AVENUE,4,II,LIC GREENWAY,2 ST,ON,II,2013-10-15T00:00:00,2013-10-15T00:00:00, ,R,1,Curbside, 
11768,258953,PARK CIR,3,I,OCEAN PKWY,PROSPECT PARK SW,ON,I,1980-07-01T00:00:00,2009-11-01T00:00:00,Cross with Ped Signals,2,2,Protected Path,Protected Path
11769,34117,9 AV,1,I,W 59 ST,W 33 ST,ON,I,2012-10-05T00:00:00,2012-10-05T00:00:00, ,L,1, ,Protected Path
11770,168130,VANDALIA AVENUE,3,III,VAN SICLEN AVE,BETHEL LOOP,ON,III,2014-09-10T00:00:00,2014-09-10T00:00:00, ,L,1, ,Sharrows
11771,194331,SHORE PKWY,3,I,BAY PKWY,BAY 52 ST,ON,I,1998-07-01T00:00:00,2019-12-20,PREVIOUSLY 1 LANE SB,2,1,Protected Path,Protected Path
11772,22631,3 AV,3,II,DEAN ST,15 ST,ON,II,1980-07-01T00:00:00,1980-07-01T00:00:00, ,R,1,Standard, 
11773,147735,GRAND CONCOURSE,2,II,E 161 ST,VAN CORTLANDT AVE E,ON,II,2009-05-01T00:00:00,2009-05-01T00:00:00, ,L,1, ,Standard
11774,37342,AMSTERDAM AVE,1,I,72 ST,110 ST,ON,I,2016-12-23T00:00:00,2016-12-23T00:00:00, ,R,1,Protected Path, 
11775,85556,CASTLE HILL AVE,2,II,STORY AVE,BARRETT AVE,ON,II,2016-12-09T00:00:00,2016-12-09T00:00:00, ,2,2,Standard,Standard
11776,243805,FDR DR GREENWAY,1,I,E 125 ST,E 60 ST,OFF,I,1939-01-01T00:00:00,1939-01-01T00:00:00, ,2,2,Greenway,Greenway
11777,233963,FOREST PARK GREENWAY,4,I,FOREST PARK DR,MYRTLE AV,OFF,I,1967-01-01T00:00:00,1967-01-01T00:00:00, ,2,2,Greenway,Greenway
11778,102883,82 AVE,4,II,COMMONWEALTH BLVD,268 ST,ON,II,2017-06-28T00:00:00,2017-06-28T00:00:00, ,2,2,Standard,Standard
11779,158322,CROPSEY AV,3,III,NEPTUNE AV,SHORE PKWY SR N,ON,III,1998-07-01T00:00:00,1998-07-01T00:00:00, ,R,1,Signed Route, 
11780,172578,23 ST,4,II,QUEENS PLZ S,QUEENS PLZ N,ON,II,2011-12-01T00:00:00,2011-12-01T00:00:00, ,2,2,Curbside,Curbside
11781,30062,DE KALB AV,3,II,MALCOLM X BLVD,HUDSON AV,ON,II,2004-06-01T00:00:00,2008-05-01T00:00:00, ,L,1, ,Standard
11782,185285,WINCHESTER BLVD,4,II,BRADDOCK AV,UNION TP,ON,II,2002-06-01T00:00:00,2002-06-01T00:00:00, ,R,1,Standard, 
11783,32415,WASHINGTON SQ S,1,II,THOMPSON ST,WASHINGTON SQ E,ON,II,2014-06-16T00:00:00,2014-06-16T00:00:00, ,R,1,Curbside, 
11784,32069,LAFAYETTE ST,1,II,SPRING ST,READE ST,ON,II,2007-09-01T00:00:00,2007-09-01T00:00:00, ,L,1, ,Standard
11785,146830,ROCKAWAY BREEZY BLVD,4,II,BEACH 201 ST,BEACH 193 ST,ON,II,1997-05-01T00:00:00,1997-05-01T00:00:00, ,L,1, ,Curbside
11786,9000140,62 DR,4,III,110 ST,108 ST,ON,III,2012-08-17T00:00:00,2012-08-17T00:00:00, ,2,2,Bike-Friendly Parking,Bike-Friendly Parking
11787,297313,BRONX RIVER GREENWAY,2,I,SHERIDAN EXPWY SR,E 177 ST,OFF,I,2013-10-15T00:00:00,2013-10-15T00:00:00, ,2,2,Greenway,Greenway
11788,29404,FRANKLIN AVE,3,III,EASTERN PKWY,EMPIRE BLVD,ON,III,2017-06-07T00:00:00,2017-06-07T00:00:00, ,R,1,Bike-Friendly Parking, 
11789,242406,BX SHORE RD,1,I,HARLEM RIVER PATHWAY,ROBERT F KENNEDY BR,OFF,I,1936-01-01T00:00:00,1936-01-01T00:00:00, ,2,2,Greenway,Greenway
11790,313930,E 1 ST,1,II,AV A,BOWERY,ON,II,2007-10-01T00:00:00,2007-10-01T00:00:00, ,L,1, ,Standard
11791,149185,QUEENS BLVD,4,I,50 ST,73 ST,ON,I,2015-10-09T00:00:00,2015-10-09T00:00:00, ,R,1,Protected Path, 
11792,31076,SOUTH 4 ST,3,II,UNION AVE,BORINQUEN PL,ON,II,2017-06-26T00:00:00,2017-06-26T00:00:00, ,L,1, ,Standard
11793,40575,GERRITSEN AV,3,III,NOSTRAND AV,AVE X,ON,III,2009-10-01T00:00:00,2009-10-01T00:00:00, ,2,2,Bike-Friendly Parking,Bike-Friendly Parking
11794,259117,WILLIS AVENUE BRIDGE,1,I,E 125 ST,E 135 ST,ON,I,1920-01-01T00:00:00,2014-07-02T00:00:00,Bridge,2,2,Protected Path,Protected Path
11795,147746,GRAND CONCOURSE,2,II,E 161 ST,VAN CORTLANDT AVE E,ON,II,2009-05-01T00:00:00,2009-05-01T00:00:00, ,L,1, ,Standard
11796,237479,HUTCHINSON RIVER GREENWAY,2,I,BRUCKNER BLVD,PELHAM PKWY GREENWAY,OFF,I,2006-04-01T00:00:00,2006-04-01T00:00:00, ,2,2,Greenway,Greenway
11797,165359,E 48 ST,1,III,MADISON AV,LEXINGTON AV,ON,III,2012-09-21T00:00:00,2012-09-21T00:00:00, ,R,1,Sharrows, 
11798,9004922,HOYT ST,3,II,DOUGLASS ST,SCHERMERHORN ST,ON,II,2010-06-01T00:00:00,2010-06-01T00:00:00, ,R,1,Curbside, 
11799,283569,PIKE SLIP,1,I,SOUTH ST,CHERRY ST,ON,I,2004-06-01T00:00:00,2009-08-01T00:00:00, ,L,1, ,Protected Path
11800,9007616,ADAM C POWELL BLVD,1,III,W 118 ST,W 133 ST,ON,III,2013-05-31T00:00:00,2013-05-31T00:00:00, ,R,1,Bike-Friendly Parking, 
11801,299775,GOVERNORS ISLAND GREENWAY,1,I,GOVERNORS ISLAND GREENWAY,GOVERNORS ISLAND GREENWAY,OFF,I,2013-10-25T00:00:00,2013-10-25T00:00:00, ,2,2,Greenway,Greenway
11802,299972,FRESHKILLS GREENWAY,5,I,ARLENE ST,ARTHUR KILL RD,OFF,I,2015-09-01T00:00:00,2015-09-01T00:00:00, ,2,2,Greenway,Greenway
11803,9003964,BURKE AV,2,III,EAST GUNHILL RD,LACONIA AVE,ON,III,2014-09-26T00:00:00,2014-09-26T00:00:00, ,2,2,Bike-Friendly Parking,Bike-Friendly Parking
11804,294281,FT WASHINGTON AV,1,II,W 179 ST,MARGARET CORBIN PLZ,ON,"II,III",2001-11-01T00:00:00,2001-11-01T00:00:00, ,2,2,Standard,Sharrows
11805,235491,JEWEL AV,4,I,VAN WYCK EXPWY SB RAMP,VAN WYCK EXPWY,OFF,I,2013-05-14T00:00:00,2018-12-07T00:00:00,Previously part of bike ID 1878,R,1,Protected Path, 
11806,157663,EMMONS AV,3,III,SHORE BLVD,KNAPP ST,ON,III,1998-07-01T00:00:00,1998-07-01T00:00:00, ,L,1, ,Signed Route
11807,39967,GERRITSEN AV,3,III,NOSTRAND AV,AVE X,ON,III,2009-10-01T00:00:00,2009-10-01T00:00:00, ,2,2,Bike-Friendly Parking,Bike-Friendly Parking
11808,88024,E 216 ST,2,II,LACONIA AVE,OLINVILLE AVE,ON,II,2017-10-06T00:00:00,2017-10-06T00:00:00, ,L,1, ,Standard
11809,18698,BAY PKWY,3,III,BATH AV,SHORE PKWY SR S,ON,III,1998-07-01T00:00:00,1998-07-01T00:00:00, ,R,1,Signed Route, 
11810,29761,BERGEN ST,3,II,COURT ST,RALPH AV,ON,II,2003-11-01T00:00:00,2003-11-01T00:00:00, ,L,1, ,Standard
11811,21509,TERRACE PL,3,II,MCDONALD AVE,19 ST,ON,II,2017-12-04T00:00:00,2017-12-04T00:00:00, ,R,1,Standard, 
11812,9006477,BOND STREET,3,II,DOUGLASS ST,WYCKOFF ST,ON,II,2014-06-11T00:00:00,2014-06-11T00:00:00, ,L,1, ,Curbside
11813,9006098,2 AV,1,I,E 125 ST,E 104 ST,ON,I,2012-10-26T00:00:00,2012-10-26T00:00:00, ,L,1, ,Protected Path
11814,175710,BRUCKNER BLVD,2,I,LONGFELLOW AV,CONCRETE PLANT PARK GREENWAY,OFF,I,2013-09-19T00:00:00,2013-09-19T00:00:00, ,2,2,Sidewalk,Sidewalk
11815,252569,84 ST,4,II,SHORE PKWY SR,157 AV,ON,II,2008-04-01T00:00:00,2008-04-01T00:00:00, ,R,1,Standard, 
11816,43703,SARATOGA AVENUE,3,III,EAST NEW YORK AVE,NEWPORT ST,ON,III,2014-10-15T00:00:00,2014-10-15T00:00:00, ,2,2,Sharrows,Sharrows
11817,162993,NAVY ST,3,II,MYRTLE AV,SANDS ST,ON,II,2004-06-01T00:00:00,2004-06-01T00:00:00, ,2,2,Curbside,Standard
11818,47569,PITKIN AVE,3,II,PENNSYLVANIA AVE,FOUNTAIN AVE,ON,II,2015-08-19T00:00:00,2015-08-19T00:00:00, ,2,2,Standard,Standard
11819,155347,SEAVIEW AV,5,II,FR CAPODANNO BLVD,MASON AV,ON,II,2018-12-24T00:00:00,2018-12-24T00:00:00, ,L,1, ,Standard
11820,70957,ST NICHOLAS AVE,1,II,W 170 ST,W 180 ST,ON,II,2017-09-26T00:00:00,2017-09-26T00:00:00, ,2,2,Standard,Standard
11821,9008921,CO-OP CITY BOULEVARD,2,II,BARTOW AVE,DREISER LOOP,ON,II,2013-07-30T00:00:00,2013-07-30T00:00:00, ,R,1,Standard, 
11822,9000163,27 AV,4,II,1 ST,8 ST,ON,II,2008-07-31T00:00:00,2008-07-31T00:00:00, ,2,2,Standard,Standard
